E5;1;0.454545455;0
E5;1;0.454545455;0.454545455
F5;1;0.454545455;0.909090909
G5;1;0.454545455;1.363636364
G5;1;0.454545455;1.818181818
F5;1;0.454545455;2.272727273
E5;1;0.454545455;2.727272727
D5;1;0.454545455;3.181818182
C5;1;0.454545455;3.636363636
C5;1;0.454545455;4.090909091
D5;1;0.454545455;4.545454545
E5;1;0.454545455;5
E5;1.5;0.681818182;5.454545455
D5;0.5;0.227272727;6.136363636
D5;2;0.909090909;6.363636364
E5;1;0.454545455;7.272727273
E5;1;0.454545455;7.727272727
F5;1;0.454545455;8.181818182
G5;1;0.454545455;8.636363636
G5;1;0.454545455;9.090909091
F5;1;0.454545455;9.545454545
E5;1;0.454545455;10
D5;1;0.454545455;10.45454545
C5;1;0.454545455;10.90909091
C5;1;0.454545455;11.36363636
D5;1;0.454545455;11.81818182
E5;1;0.454545455;12.27272727
D5;1.5;0.681818182;12.72727273
C5;0.5;0.227272727;13.40909091
C5;2;0.909090909;13.63636364
D5;1;0.454545455;14.54545455
D5;1;0.454545455;15
E5;1;0.454545455;15.45454545
C5;1;0.454545455;15.90909091
D5;1;0.454545455;16.36363636
E5;0.5;0.227272727;16.81818182
F5;0.5;0.227272727;17.04545455
E5;1;0.454545455;17.27272727
C5;1;0.454545455;17.72727273
D5;1;0.454545455;18.18181818
E5;0.5;0.227272727;18.63636364
F5;0.5;0.227272727;18.86363636
E5;1;0.454545455;19.09090909
D5;1;0.454545455;19.54545455
C5;1;0.454545455;20
D5;1;0.454545455;20.45454545
G4;1;0.454545455;20.90909091
E5;1;0.454545455;21.36363636
E5;1;0.454545455;21.81818182
F5;1;0.454545455;22.27272727
G5;1;0.454545455;22.72727273
G5;1;0.454545455;23.18181818
F5;1;0.454545455;23.63636364
E5;1;0.454545455;24.09090909
D5;1;0.454545455;24.54545455
C5;1;0.454545455;25
C5;1;0.454545455;25.45454545
D5;1;0.454545455;25.90909091
E5;1;0.454545455;26.36363636
D5;1.5;0.681818182;26.81818182
C5;0.5;0.227272727;27.5
C5;2;0.909090909;27.72727273
