Acc_valeurX;Acc_valeurY;Acc_tpsDepuisDebut;MT_note;MT_doigt;MT_tpsPresse;MT_tpsDepuisDebut;Perf_idMorceau;Perf_nbFaussesNotes;Perf_nbNotesTotal
-1005;6130;16.999;8;2;1.392;34.388;1;7;36
557;7848;17.998;8;2;1.392;34.388;1;7;36
241;8083;18.998;8;2;1.392;34.388;1;7;36
977;8204;19.997;8;2;1.392;34.388;1;7;36
3542;7684;20.996;8;2;1.392;34.388;1;7;36
-134;4841;21.996;8;2;1.392;34.388;1;7;36
513;9119;22.995;8;2;1.392;34.388;1;7;36
3500;4244;23.995;8;2;1.392;34.388;1;7;36
1945;7861;24.994;8;2;1.392;34.388;1;7;36
1535;6250;25.993;8;2;1.392;34.388;1;7;36
-3217;7915;26.993;8;2;1.392;34.388;1;7;36
1793;7894;27.992;8;2;1.392;34.388;1;7;36
1238;7842;28.992;8;2;1.392;34.388;1;7;36
790;7884;29.991;8;2;1.392;34.388;1;7;36
1297;8193;30.990;8;2;1.392;34.388;1;7;36
1863;7439;31.990;8;2;1.392;34.388;1;7;36
67;5851;32.989;8;2;1.392;34.388;1;7;36
1965;7839;33.988;8;2;1.392;34.388;1;7;36
939;8185;34.988;8;2;1.392;34.388;1;7;36
2057;7710;35.987;8;2;1.392;34.388;1;7;36
1041;7540;36.986;8;2;1.392;34.388;1;7;36
-2641;5696;37.986;8;2;1.392;34.388;1;7;36
1420;7772;38.985;8;2;1.392;34.388;1;7;36
1282;7961;39.984;8;2;1.392;34.388;1;7;36
-4350;6591;40.984;8;2;1.392;34.388;1;7;36
134;8326;-2.990;7;1;0.886;35.537;1;7;36
259;7521;-1.990;7;1;0.886;35.537;1;7;36
-705;7942;-0.991;7;1;0.886;35.537;1;7;36
507;7473;0.008;7;1;0.886;35.537;1;7;36
80;8205;1.008;7;1;0.886;35.537;1;7;36
1236;6609;2.007;7;1;0.886;35.537;1;7;36
1880;7640;3.007;7;1;0.886;35.537;1;7;36
438;8033;4.006;7;1;0.886;35.537;1;7;36
138;7960;5.005;7;1;0.886;35.537;1;7;36
796;7683;6.005;7;1;0.886;35.537;1;7;36
1210;8536;7.004;7;1;0.886;35.537;1;7;36
549;8071;8.004;7;1;0.886;35.537;1;7;36
-93;7919;9.003;7;1;0.886;35.537;1;7;36
907;8441;10.002;7;1;0.886;35.537;1;7;36
1386;7316;11.002;7;1;0.886;35.537;1;7;36
-94;6110;12.001;7;1;0.886;35.537;1;7;36
1341;7978;13.001;7;1;0.886;35.537;1;7;36
191;6935;14.000;7;1;0.886;35.537;1;7;36
283;8033;14.999;7;1;0.886;35.537;1;7;36
2134;7501;16.000;7;1;0.886;35.537;1;7;36
-1005;6130;16.999;7;1;0.886;35.537;1;7;36
557;7848;17.998;7;1;0.886;35.537;1;7;36
241;8083;18.998;7;1;0.886;35.537;1;7;36
977;8204;19.997;7;1;0.886;35.537;1;7;36
3542;7684;20.996;7;1;0.886;35.537;1;7;36
-134;4841;21.996;7;1;0.886;35.537;1;7;36
513;9119;22.995;7;1;0.886;35.537;1;7;36
3500;4244;23.995;7;1;0.886;35.537;1;7;36
1945;7861;24.994;7;1;0.886;35.537;1;7;36
1535;6250;25.993;7;1;0.886;35.537;1;7;36
-3217;7915;26.993;7;1;0.886;35.537;1;7;36
1793;7894;27.992;7;1;0.886;35.537;1;7;36
1238;7842;28.992;7;1;0.886;35.537;1;7;36
790;7884;29.991;7;1;0.886;35.537;1;7;36
1297;8193;30.990;7;1;0.886;35.537;1;7;36
1863;7439;31.990;7;1;0.886;35.537;1;7;36
67;5851;32.989;7;1;0.886;35.537;1;7;36
1965;7839;33.988;7;1;0.886;35.537;1;7;36
939;8185;34.988;7;1;0.886;35.537;1;7;36
2057;7710;35.987;7;1;0.886;35.537;1;7;36
1041;7540;36.986;7;1;0.886;35.537;1;7;36
-2641;5696;37.986;7;1;0.886;35.537;1;7;36
1420;7772;38.985;7;1;0.886;35.537;1;7;36
1282;7961;39.984;7;1;0.886;35.537;1;7;36
-4350;6591;40.984;7;1;0.886;35.537;1;7;36
134;8326;-2.990;9;2;0.330;36.736;1;7;36
259;7521;-1.990;9;2;0.330;36.736;1;7;36
-705;7942;-0.991;9;2;0.330;36.736;1;7;36
507;7473;0.008;9;2;0.330;36.736;1;7;36
80;8205;1.008;9;2;0.330;36.736;1;7;36
1236;6609;2.007;9;2;0.330;36.736;1;7;36
1880;7640;3.007;9;2;0.330;36.736;1;7;36
438;8033;4.006;9;2;0.330;36.736;1;7;36
138;7960;5.005;9;2;0.330;36.736;1;7;36
796;7683;6.005;9;2;0.330;36.736;1;7;36
1210;8536;7.004;9;2;0.330;36.736;1;7;36
549;8071;8.004;9;2;0.330;36.736;1;7;36
-93;7919;9.003;9;2;0.330;36.736;1;7;36
907;8441;10.002;9;2;0.330;36.736;1;7;36
1386;7316;11.002;9;2;0.330;36.736;1;7;36
-94;6110;12.001;9;2;0.330;36.736;1;7;36
1341;7978;13.001;9;2;0.330;36.736;1;7;36
191;6935;14.000;9;2;0.330;36.736;1;7;36
283;8033;14.999;9;2;0.330;36.736;1;7;36
2134;7501;16.000;9;2;0.330;36.736;1;7;36
-1005;6130;16.999;9;2;0.330;36.736;1;7;36
557;7848;17.998;9;2;0.330;36.736;1;7;36
241;8083;18.998;9;2;0.330;36.736;1;7;36
977;8204;19.997;9;2;0.330;36.736;1;7;36
3542;7684;20.996;9;2;0.330;36.736;1;7;36
-134;4841;21.996;9;2;0.330;36.736;1;7;36
513;9119;22.995;9;2;0.330;36.736;1;7;36
3500;4244;23.995;9;2;0.330;36.736;1;7;36
1945;7861;24.994;9;2;0.330;36.736;1;7;36
1535;6250;25.993;9;2;0.330;36.736;1;7;36
-3217;7915;26.993;9;2;0.330;36.736;1;7;36
1793;7894;27.992;9;2;0.330;36.736;1;7;36
1238;7842;28.992;9;2;0.330;36.736;1;7;36
790;7884;29.991;9;2;0.330;36.736;1;7;36
1297;8193;30.990;9;2;0.330;36.736;1;7;36
1863;7439;31.990;9;2;0.330;36.736;1;7;36
67;5851;32.989;9;2;0.330;36.736;1;7;36
1965;7839;33.988;9;2;0.330;36.736;1;7;36
939;8185;34.988;9;2;0.330;36.736;1;7;36
2057;7710;35.987;9;2;0.330;36.736;1;7;36
1041;7540;36.986;9;2;0.330;36.736;1;7;36
-2641;5696;37.986;9;2;0.330;36.736;1;7;36
1420;7772;38.985;9;2;0.330;36.736;1;7;36
1282;7961;39.984;9;2;0.330;36.736;1;7;36
-4350;6591;40.984;9;2;0.330;36.736;1;7;36
134;8326;-2.990;8;4;0.719;36.736;1;7;36
259;7521;-1.990;8;4;0.719;36.736;1;7;36
-705;7942;-0.991;8;4;0.719;36.736;1;7;36
507;7473;0.008;8;4;0.719;36.736;1;7;36
80;8205;1.008;8;4;0.719;36.736;1;7;36
1236;6609;2.007;8;4;0.719;36.736;1;7;36
1880;7640;3.007;8;4;0.719;36.736;1;7;36
438;8033;4.006;8;4;0.719;36.736;1;7;36
138;7960;5.005;8;4;0.719;36.736;1;7;36
796;7683;6.005;8;4;0.719;36.736;1;7;36
1210;8536;7.004;8;4;0.719;36.736;1;7;36
549;8071;8.004;8;4;0.719;36.736;1;7;36
-93;7919;9.003;8;4;0.719;36.736;1;7;36
907;8441;10.002;8;4;0.719;36.736;1;7;36
1386;7316;11.002;8;4;0.719;36.736;1;7;36
-94;6110;12.001;8;4;0.719;36.736;1;7;36
1341;7978;13.001;8;4;0.719;36.736;1;7;36
191;6935;14.000;8;4;0.719;36.736;1;7;36
283;8033;14.999;8;4;0.719;36.736;1;7;36
2134;7501;16.000;8;4;0.719;36.736;1;7;36
-1005;6130;16.999;8;4;0.719;36.736;1;7;36
557;7848;17.998;8;4;0.719;36.736;1;7;36
241;8083;18.998;8;4;0.719;36.736;1;7;36
977;8204;19.997;8;4;0.719;36.736;1;7;36
3542;7684;20.996;8;4;0.719;36.736;1;7;36
-134;4841;21.996;8;4;0.719;36.736;1;7;36
513;9119;22.995;8;4;0.719;36.736;1;7;36
3500;4244;23.995;8;4;0.719;36.736;1;7;36
1945;7861;24.994;8;4;0.719;36.736;1;7;36
1535;6250;25.993;8;4;0.719;36.736;1;7;36
-3217;7915;26.993;8;4;0.719;36.736;1;7;36
1793;7894;27.992;8;4;0.719;36.736;1;7;36
1238;7842;28.992;8;4;0.719;36.736;1;7;36
790;7884;29.991;8;4;0.719;36.736;1;7;36
1297;8193;30.990;8;4;0.719;36.736;1;7;36
1863;7439;31.990;8;4;0.719;36.736;1;7;36
67;5851;32.989;8;4;0.719;36.736;1;7;36
1965;7839;33.988;8;4;0.719;36.736;1;7;36
939;8185;34.988;8;4;0.719;36.736;1;7;36
2057;7710;35.987;8;4;0.719;36.736;1;7;36
1041;7540;36.986;8;4;0.719;36.736;1;7;36
-2641;5696;37.986;8;4;0.719;36.736;1;7;36
1420;7772;38.985;8;4;0.719;36.736;1;7;36
1282;7961;39.984;8;4;0.719;36.736;1;7;36
-4350;6591;40.984;8;4;0.719;36.736;1;7;36
134;8326;-2.990;8;2;1.139;37.086;1;7;36
259;7521;-1.990;8;2;1.139;37.086;1;7;36
-705;7942;-0.991;8;2;1.139;37.086;1;7;36
507;7473;0.008;8;2;1.139;37.086;1;7;36
80;8205;1.008;8;2;1.139;37.086;1;7;36
1236;6609;2.007;8;2;1.139;37.086;1;7;36
1880;7640;3.007;8;2;1.139;37.086;1;7;36
438;8033;4.006;8;2;1.139;37.086;1;7;36
138;7960;5.005;8;2;1.139;37.086;1;7;36
796;7683;6.005;8;2;1.139;37.086;1;7;36
1210;8536;7.004;8;2;1.139;37.086;1;7;36
549;8071;8.004;8;2;1.139;37.086;1;7;36
-93;7919;9.003;8;2;1.139;37.086;1;7;36
907;8441;10.002;8;2;1.139;37.086;1;7;36
1386;7316;11.002;8;2;1.139;37.086;1;7;36
-94;6110;12.001;8;2;1.139;37.086;1;7;36
1341;7978;13.001;8;2;1.139;37.086;1;7;36
191;6935;14.000;8;2;1.139;37.086;1;7;36
283;8033;14.999;8;2;1.139;37.086;1;7;36
2134;7501;16.000;8;2;1.139;37.086;1;7;36
-1005;6130;16.999;8;2;1.139;37.086;1;7;36
557;7848;17.998;8;2;1.139;37.086;1;7;36
241;8083;18.998;8;2;1.139;37.086;1;7;36
977;8204;19.997;8;2;1.139;37.086;1;7;36
3542;7684;20.996;8;2;1.139;37.086;1;7;36
-134;4841;21.996;8;2;1.139;37.086;1;7;36
513;9119;22.995;8;2;1.139;37.086;1;7;36
3500;4244;23.995;8;2;1.139;37.086;1;7;36
1945;7861;24.994;8;2;1.139;37.086;1;7;36
1535;6250;25.993;8;2;1.139;37.086;1;7;36
-3217;7915;26.993;8;2;1.139;37.086;1;7;36
1793;7894;27.992;8;2;1.139;37.086;1;7;36
1238;7842;28.992;8;2;1.139;37.086;1;7;36
790;7884;29.991;8;2;1.139;37.086;1;7;36
1297;8193;30.990;8;2;1.139;37.086;1;7;36
1863;7439;31.990;8;2;1.139;37.086;1;7;36
67;5851;32.989;8;2;1.139;37.086;1;7;36
1965;7839;33.988;8;2;1.139;37.086;1;7;36
939;8185;34.988;8;2;1.139;37.086;1;7;36
2057;7710;35.987;8;2;1.139;37.086;1;7;36
1041;7540;36.986;8;2;1.139;37.086;1;7;36
-2641;5696;37.986;8;2;1.139;37.086;1;7;36
1420;7772;38.985;8;2;1.139;37.086;1;7;36
1282;7961;39.984;8;2;1.139;37.086;1;7;36
-4350;6591;40.984;8;2;1.139;37.086;1;7;36
134;8326;-2.990;7;1;2.638;38.036;1;7;36
259;7521;-1.990;7;1;2.638;38.036;1;7;36
-705;7942;-0.991;7;1;2.638;38.036;1;7;36
507;7473;0.008;7;1;2.638;38.036;1;7;36
80;8205;1.008;7;1;2.638;38.036;1;7;36
1236;6609;2.007;7;1;2.638;38.036;1;7;36
1880;7640;3.007;7;1;2.638;38.036;1;7;36
438;8033;4.006;7;1;2.638;38.036;1;7;36
138;7960;5.005;7;1;2.638;38.036;1;7;36
796;7683;6.005;7;1;2.638;38.036;1;7;36
1210;8536;7.004;7;1;2.638;38.036;1;7;36
549;8071;8.004;7;1;2.638;38.036;1;7;36
-93;7919;9.003;7;1;2.638;38.036;1;7;36
907;8441;10.002;7;1;2.638;38.036;1;7;36
1386;7316;11.002;7;1;2.638;38.036;1;7;36
-94;6110;12.001;7;1;2.638;38.036;1;7;36
1341;7978;13.001;7;1;2.638;38.036;1;7;36
191;6935;14.000;7;1;2.638;38.036;1;7;36
283;8033;14.999;7;1;2.638;38.036;1;7;36
2134;7501;16.000;7;1;2.638;38.036;1;7;36
-1005;6130;16.999;7;1;2.638;38.036;1;7;36
557;7848;17.998;7;1;2.638;38.036;1;7;36
241;8083;18.998;7;1;2.638;38.036;1;7;36
977;8204;19.997;7;1;2.638;38.036;1;7;36
3542;7684;20.996;7;1;2.638;38.036;1;7;36
-134;4841;21.996;7;1;2.638;38.036;1;7;36
513;9119;22.995;7;1;2.638;38.036;1;7;36
3500;4244;23.995;7;1;2.638;38.036;1;7;36
1945;7861;24.994;7;1;2.638;38.036;1;7;36
1535;6250;25.993;7;1;2.638;38.036;1;7;36
-3217;7915;26.993;7;1;2.638;38.036;1;7;36
1793;7894;27.992;7;1;2.638;38.036;1;7;36
1238;7842;28.992;7;1;2.638;38.036;1;7;36
790;7884;29.991;7;1;2.638;38.036;1;7;36
1297;8193;30.990;7;1;2.638;38.036;1;7;36
1863;7439;31.990;7;1;2.638;38.036;1;7;36
67;5851;32.989;7;1;2.638;38.036;1;7;36
1965;7839;33.988;7;1;2.638;38.036;1;7;36
939;8185;34.988;7;1;2.638;38.036;1;7;36
2057;7710;35.987;7;1;2.638;38.036;1;7;36
1041;7540;36.986;7;1;2.638;38.036;1;7;36
-2641;5696;37.986;7;1;2.638;38.036;1;7;36
1420;7772;38.985;7;1;2.638;38.036;1;7;36
1282;7961;39.984;7;1;2.638;38.036;1;7;36
-4350;6591;40.984;7;1;2.638;38.036;1;7;36
