Acc_valeurX;Acc_valeurY;Acc_tpsDepuisDebut;MT_note;MT_doigt;MT_tpsPresse;MT_tpsDepuisDebut;Perf_idMorceau;Perf_nbFaussesNotes;Perf_nbNotesTotal
-1054;7969;-2.981;19;1;0.500;35.300;2;8;67
-1054;7969;-2.981;7;2;2.210;35.650;2;8;67
-1054;7969;-2.981;3;0;0.546;37.699;2;8;67
-1054;7969;-2.981;10;4;0.436;38.198;2;8;67
-1054;7969;-2.981;21;3;0.521;38.498;2;8;67
-1054;7969;-2.981;8;2;2.874;38.848;2;8;67
-1054;7969;-2.981;20;1;0.611;41.496;2;8;67
-1054;7969;-2.981;8;2;0.600;41.896;2;8;67
-1054;7969;-2.981;21;3;0.970;42.296;2;8;67
-1054;7969;-2.981;7;2;0.479;43.046;2;8;67
-1054;7969;-2.981;7;2;0.495;43.546;2;8;67
-1054;7969;-2.981;5;0;1.690;43.895;2;8;67
-1054;7969;-2.981;21;3;0.479;45.494;2;8;67
-1054;7969;-2.981;8;2;3.110;45.694;2;8;67
-1054;7969;-2.981;4;0;0.550;48.643;2;8;67
-1054;7969;-2.981;7;2;1.436;49.043;2;8;67
-1054;7969;-2.981;19;1;0.673;50.192;2;8;67
-1054;7969;-2.981;5;0;1.048;50.591;2;8;67
-1054;7969;-2.981;19;2;0.374;51.391;2;8;67
-1054;7969;-2.981;0;4;0.363;51.791;2;8;67
-1054;7969;-2.981;1;0;0.440;51.841;2;8;67
-1054;7969;-2.981;4;1;2.639;52.091;2;8;67
-973;7931;-1.982;4;0;0.601;-0.083;2;8;67
-973;7931;-1.982;5;1;0.636;0.267;2;8;67
-973;7931;-1.982;19;2;0.544;0.617;2;8;67
-973;7931;-1.982;3;0;0.599;3.265;2;8;67
-973;7931;-1.982;4;1;0.638;3.615;2;8;67
-973;7931;-1.982;5;2;0.623;4.015;2;8;67
-973;7931;-1.982;8;4;2.410;4.415;2;8;67
-973;7931;-1.982;16;0;0.651;6.564;2;8;67
-973;7931;-1.982;2;1;0.328;7.014;2;8;67
-973;7931;-1.982;3;2;0.236;7.364;2;8;67
-973;7931;-1.982;4;2;0.371;7.614;2;8;67
-973;7931;-1.982;7;4;2.540;7.763;2;8;67
-973;7931;-1.982;1;0;0.680;10.012;2;8;67
-973;7931;-1.982;2;1;0.665;10.412;2;8;67
-973;7931;-1.982;17;2;0.650;10.812;2;8;67
-973;7931;-1.982;4;4;0.201;11.261;2;8;67
-973;7931;-1.982;19;4;2.141;11.512;2;8;67
-973;7931;-1.982;4;0;0.655;13.511;2;8;67
-973;7931;-1.982;5;1;0.644;13.910;2;8;67
-973;7931;-1.982;19;2;0.552;14.260;2;8;67
-973;7931;-1.982;21;4;2.417;14.710;2;8;67
-973;7931;-1.982;3;0;0.657;16.859;2;8;67
-973;7931;-1.982;4;1;0.642;17.259;2;8;67
-973;7931;-1.982;5;2;0.627;17.659;2;8;67
-973;7931;-1.982;8;4;2.496;18.108;2;8;67
-973;7931;-1.982;16;0;0.586;20.407;2;8;67
-973;7931;-1.982;3;1;0.748;20.757;2;8;67
-973;7931;-1.982;4;2;0.557;21.207;2;8;67
-973;7931;-1.982;7;4;2.347;21.607;2;8;67
-973;7931;-1.982;5;2;0.683;23.656;2;8;67
-973;7931;-1.982;7;4;0.619;24.105;2;8;67
-973;7931;-1.982;19;3;0.608;24.505;2;8;67
-973;7931;-1.982;4;1;2.346;24.955;2;8;67
-973;7931;-1.982;17;1;0.679;27.654;2;8;67
-973;7931;-1.982;4;2;0.665;28.053;2;8;67
-973;7931;-1.982;5;3;0.500;28.603;2;8;67
-973;7931;-1.982;1;0;0.639;28.853;2;8;67
-973;7931;-1.982;5;3;1.783;29.253;2;8;67
-973;7931;-1.982;5;2;0.600;30.952;2;8;67
-973;7931;-1.982;4;1;0.585;31.352;2;8;67
-973;7931;-1.982;5;2;0.620;31.702;2;8;67
-973;7931;-1.982;19;3;0.302;32.151;2;8;67
-973;7931;-1.982;19;3;1.881;32.501;2;8;67
-973;7931;-1.982;19;1;0.607;34.550;2;8;67
-973;7931;-1.982;5;0;0.641;34.900;2;8;67
-973;7931;-1.982;19;1;0.500;35.300;2;8;67
-973;7931;-1.982;7;2;2.210;35.650;2;8;67
-973;7931;-1.982;3;0;0.546;37.699;2;8;67
-973;7931;-1.982;10;4;0.436;38.198;2;8;67
-973;7931;-1.982;21;3;0.521;38.498;2;8;67
-973;7931;-1.982;8;2;2.874;38.848;2;8;67
-973;7931;-1.982;20;1;0.611;41.496;2;8;67
-973;7931;-1.982;8;2;0.600;41.896;2;8;67
-973;7931;-1.982;21;3;0.970;42.296;2;8;67
-973;7931;-1.982;7;2;0.479;43.046;2;8;67
-973;7931;-1.982;7;2;0.495;43.546;2;8;67
-973;7931;-1.982;5;0;1.690;43.895;2;8;67
-973;7931;-1.982;21;3;0.479;45.494;2;8;67
-973;7931;-1.982;8;2;3.110;45.694;2;8;67
-973;7931;-1.982;4;0;0.550;48.643;2;8;67
-973;7931;-1.982;7;2;1.436;49.043;2;8;67
-973;7931;-1.982;19;1;0.673;50.192;2;8;67
-973;7931;-1.982;5;0;1.048;50.591;2;8;67
-973;7931;-1.982;19;2;0.374;51.391;2;8;67
-973;7931;-1.982;0;4;0.363;51.791;2;8;67
-973;7931;-1.982;1;0;0.440;51.841;2;8;67
-973;7931;-1.982;4;1;2.639;52.091;2;8;67
-128;7714;-0.982;4;0;0.601;-0.083;2;8;67
-128;7714;-0.982;5;1;0.636;0.267;2;8;67
-128;7714;-0.982;19;2;0.544;0.617;2;8;67
-128;7714;-0.982;3;0;0.599;3.265;2;8;67
-128;7714;-0.982;4;1;0.638;3.615;2;8;67
-128;7714;-0.982;5;2;0.623;4.015;2;8;67
-128;7714;-0.982;8;4;2.410;4.415;2;8;67
-128;7714;-0.982;16;0;0.651;6.564;2;8;67
-128;7714;-0.982;2;1;0.328;7.014;2;8;67
-128;7714;-0.982;3;2;0.236;7.364;2;8;67
-128;7714;-0.982;4;2;0.371;7.614;2;8;67
-128;7714;-0.982;7;4;2.540;7.763;2;8;67
-128;7714;-0.982;1;0;0.680;10.012;2;8;67
-128;7714;-0.982;2;1;0.665;10.412;2;8;67
-128;7714;-0.982;17;2;0.650;10.812;2;8;67
-128;7714;-0.982;4;4;0.201;11.261;2;8;67
-128;7714;-0.982;19;4;2.141;11.512;2;8;67
-128;7714;-0.982;4;0;0.655;13.511;2;8;67
-128;7714;-0.982;5;1;0.644;13.910;2;8;67
-128;7714;-0.982;19;2;0.552;14.260;2;8;67
-128;7714;-0.982;21;4;2.417;14.710;2;8;67
-128;7714;-0.982;3;0;0.657;16.859;2;8;67
-128;7714;-0.982;4;1;0.642;17.259;2;8;67
-128;7714;-0.982;5;2;0.627;17.659;2;8;67
-128;7714;-0.982;8;4;2.496;18.108;2;8;67
-128;7714;-0.982;16;0;0.586;20.407;2;8;67
-128;7714;-0.982;3;1;0.748;20.757;2;8;67
-128;7714;-0.982;4;2;0.557;21.207;2;8;67
-128;7714;-0.982;7;4;2.347;21.607;2;8;67
-128;7714;-0.982;5;2;0.683;23.656;2;8;67
-128;7714;-0.982;7;4;0.619;24.105;2;8;67
-128;7714;-0.982;19;3;0.608;24.505;2;8;67
-128;7714;-0.982;4;1;2.346;24.955;2;8;67
-128;7714;-0.982;17;1;0.679;27.654;2;8;67
-128;7714;-0.982;4;2;0.665;28.053;2;8;67
-128;7714;-0.982;5;3;0.500;28.603;2;8;67
-128;7714;-0.982;1;0;0.639;28.853;2;8;67
-128;7714;-0.982;5;3;1.783;29.253;2;8;67
-128;7714;-0.982;5;2;0.600;30.952;2;8;67
-128;7714;-0.982;4;1;0.585;31.352;2;8;67
-128;7714;-0.982;5;2;0.620;31.702;2;8;67
-128;7714;-0.982;19;3;0.302;32.151;2;8;67
-128;7714;-0.982;19;3;1.881;32.501;2;8;67
-128;7714;-0.982;19;1;0.607;34.550;2;8;67
-128;7714;-0.982;5;0;0.641;34.900;2;8;67
-128;7714;-0.982;19;1;0.500;35.300;2;8;67
-128;7714;-0.982;7;2;2.210;35.650;2;8;67
-128;7714;-0.982;3;0;0.546;37.699;2;8;67
-128;7714;-0.982;10;4;0.436;38.198;2;8;67
-128;7714;-0.982;21;3;0.521;38.498;2;8;67
-128;7714;-0.982;8;2;2.874;38.848;2;8;67
-128;7714;-0.982;20;1;0.611;41.496;2;8;67
-128;7714;-0.982;8;2;0.600;41.896;2;8;67
-128;7714;-0.982;21;3;0.970;42.296;2;8;67
-128;7714;-0.982;7;2;0.479;43.046;2;8;67
-128;7714;-0.982;7;2;0.495;43.546;2;8;67
-128;7714;-0.982;5;0;1.690;43.895;2;8;67
-128;7714;-0.982;21;3;0.479;45.494;2;8;67
-128;7714;-0.982;8;2;3.110;45.694;2;8;67
-128;7714;-0.982;4;0;0.550;48.643;2;8;67
-128;7714;-0.982;7;2;1.436;49.043;2;8;67
-128;7714;-0.982;19;1;0.673;50.192;2;8;67
-128;7714;-0.982;5;0;1.048;50.591;2;8;67
-128;7714;-0.982;19;2;0.374;51.391;2;8;67
-128;7714;-0.982;0;4;0.363;51.791;2;8;67
-128;7714;-0.982;1;0;0.440;51.841;2;8;67
-128;7714;-0.982;4;1;2.639;52.091;2;8;67
-507;7651;0.017;4;0;0.601;-0.083;2;8;67
-507;7651;0.017;5;1;0.636;0.267;2;8;67
-507;7651;0.017;19;2;0.544;0.617;2;8;67
-507;7651;0.017;3;0;0.599;3.265;2;8;67
-507;7651;0.017;4;1;0.638;3.615;2;8;67
-507;7651;0.017;5;2;0.623;4.015;2;8;67
-507;7651;0.017;8;4;2.410;4.415;2;8;67
-507;7651;0.017;16;0;0.651;6.564;2;8;67
-507;7651;0.017;2;1;0.328;7.014;2;8;67
-507;7651;0.017;3;2;0.236;7.364;2;8;67
-507;7651;0.017;4;2;0.371;7.614;2;8;67
-507;7651;0.017;7;4;2.540;7.763;2;8;67
-507;7651;0.017;1;0;0.680;10.012;2;8;67
-507;7651;0.017;2;1;0.665;10.412;2;8;67
-507;7651;0.017;17;2;0.650;10.812;2;8;67
-507;7651;0.017;4;4;0.201;11.261;2;8;67
-507;7651;0.017;19;4;2.141;11.512;2;8;67
-507;7651;0.017;4;0;0.655;13.511;2;8;67
-507;7651;0.017;5;1;0.644;13.910;2;8;67
-507;7651;0.017;19;2;0.552;14.260;2;8;67
-507;7651;0.017;21;4;2.417;14.710;2;8;67
-507;7651;0.017;3;0;0.657;16.859;2;8;67
-507;7651;0.017;4;1;0.642;17.259;2;8;67
-507;7651;0.017;5;2;0.627;17.659;2;8;67
-507;7651;0.017;8;4;2.496;18.108;2;8;67
-507;7651;0.017;16;0;0.586;20.407;2;8;67
-507;7651;0.017;3;1;0.748;20.757;2;8;67
-507;7651;0.017;4;2;0.557;21.207;2;8;67
-507;7651;0.017;7;4;2.347;21.607;2;8;67
-507;7651;0.017;5;2;0.683;23.656;2;8;67
-507;7651;0.017;7;4;0.619;24.105;2;8;67
-507;7651;0.017;19;3;0.608;24.505;2;8;67
-507;7651;0.017;4;1;2.346;24.955;2;8;67
-507;7651;0.017;17;1;0.679;27.654;2;8;67
-507;7651;0.017;4;2;0.665;28.053;2;8;67
-507;7651;0.017;5;3;0.500;28.603;2;8;67
-507;7651;0.017;1;0;0.639;28.853;2;8;67
-507;7651;0.017;5;3;1.783;29.253;2;8;67
-507;7651;0.017;5;2;0.600;30.952;2;8;67
-507;7651;0.017;4;1;0.585;31.352;2;8;67
-507;7651;0.017;5;2;0.620;31.702;2;8;67
-507;7651;0.017;19;3;0.302;32.151;2;8;67
-507;7651;0.017;19;3;1.881;32.501;2;8;67
-507;7651;0.017;19;1;0.607;34.550;2;8;67
-507;7651;0.017;5;0;0.641;34.900;2;8;67
-507;7651;0.017;19;1;0.500;35.300;2;8;67
-507;7651;0.017;7;2;2.210;35.650;2;8;67
-507;7651;0.017;3;0;0.546;37.699;2;8;67
-507;7651;0.017;10;4;0.436;38.198;2;8;67
-507;7651;0.017;21;3;0.521;38.498;2;8;67
-507;7651;0.017;8;2;2.874;38.848;2;8;67
-507;7651;0.017;20;1;0.611;41.496;2;8;67
-507;7651;0.017;8;2;0.600;41.896;2;8;67
-507;7651;0.017;21;3;0.970;42.296;2;8;67
-507;7651;0.017;7;2;0.479;43.046;2;8;67
-507;7651;0.017;7;2;0.495;43.546;2;8;67
-507;7651;0.017;5;0;1.690;43.895;2;8;67
-507;7651;0.017;21;3;0.479;45.494;2;8;67
-507;7651;0.017;8;2;3.110;45.694;2;8;67
-507;7651;0.017;4;0;0.550;48.643;2;8;67
-507;7651;0.017;7;2;1.436;49.043;2;8;67
-507;7651;0.017;19;1;0.673;50.192;2;8;67
-507;7651;0.017;5;0;1.048;50.591;2;8;67
-507;7651;0.017;19;2;0.374;51.391;2;8;67
-507;7651;0.017;0;4;0.363;51.791;2;8;67
-507;7651;0.017;1;0;0.440;51.841;2;8;67
-507;7651;0.017;4;1;2.639;52.091;2;8;67
-297;8873;1.016;4;0;0.601;-0.083;2;8;67
-297;8873;1.016;5;1;0.636;0.267;2;8;67
-297;8873;1.016;19;2;0.544;0.617;2;8;67
-297;8873;1.016;3;0;0.599;3.265;2;8;67
-297;8873;1.016;4;1;0.638;3.615;2;8;67
-297;8873;1.016;5;2;0.623;4.015;2;8;67
-297;8873;1.016;8;4;2.410;4.415;2;8;67
-297;8873;1.016;16;0;0.651;6.564;2;8;67
-297;8873;1.016;2;1;0.328;7.014;2;8;67
-297;8873;1.016;3;2;0.236;7.364;2;8;67
-297;8873;1.016;4;2;0.371;7.614;2;8;67
-297;8873;1.016;7;4;2.540;7.763;2;8;67
-297;8873;1.016;1;0;0.680;10.012;2;8;67
-297;8873;1.016;2;1;0.665;10.412;2;8;67
-297;8873;1.016;17;2;0.650;10.812;2;8;67
-297;8873;1.016;4;4;0.201;11.261;2;8;67
-297;8873;1.016;19;4;2.141;11.512;2;8;67
-297;8873;1.016;4;0;0.655;13.511;2;8;67
-297;8873;1.016;5;1;0.644;13.910;2;8;67
-297;8873;1.016;19;2;0.552;14.260;2;8;67
-297;8873;1.016;21;4;2.417;14.710;2;8;67
-297;8873;1.016;3;0;0.657;16.859;2;8;67
-297;8873;1.016;4;1;0.642;17.259;2;8;67
-297;8873;1.016;5;2;0.627;17.659;2;8;67
-297;8873;1.016;8;4;2.496;18.108;2;8;67
-297;8873;1.016;16;0;0.586;20.407;2;8;67
-297;8873;1.016;3;1;0.748;20.757;2;8;67
-297;8873;1.016;4;2;0.557;21.207;2;8;67
-297;8873;1.016;7;4;2.347;21.607;2;8;67
-297;8873;1.016;5;2;0.683;23.656;2;8;67
-297;8873;1.016;7;4;0.619;24.105;2;8;67
-297;8873;1.016;19;3;0.608;24.505;2;8;67
-297;8873;1.016;4;1;2.346;24.955;2;8;67
-297;8873;1.016;17;1;0.679;27.654;2;8;67
-297;8873;1.016;4;2;0.665;28.053;2;8;67
-297;8873;1.016;5;3;0.500;28.603;2;8;67
-297;8873;1.016;1;0;0.639;28.853;2;8;67
-297;8873;1.016;5;3;1.783;29.253;2;8;67
-297;8873;1.016;5;2;0.600;30.952;2;8;67
-297;8873;1.016;4;1;0.585;31.352;2;8;67
-297;8873;1.016;5;2;0.620;31.702;2;8;67
-297;8873;1.016;19;3;0.302;32.151;2;8;67
-297;8873;1.016;19;3;1.881;32.501;2;8;67
-297;8873;1.016;19;1;0.607;34.550;2;8;67
-297;8873;1.016;5;0;0.641;34.900;2;8;67
-297;8873;1.016;19;1;0.500;35.300;2;8;67
-297;8873;1.016;7;2;2.210;35.650;2;8;67
-297;8873;1.016;3;0;0.546;37.699;2;8;67
-297;8873;1.016;10;4;0.436;38.198;2;8;67
-297;8873;1.016;21;3;0.521;38.498;2;8;67
-297;8873;1.016;8;2;2.874;38.848;2;8;67
-297;8873;1.016;20;1;0.611;41.496;2;8;67
-297;8873;1.016;8;2;0.600;41.896;2;8;67
-297;8873;1.016;21;3;0.970;42.296;2;8;67
-297;8873;1.016;7;2;0.479;43.046;2;8;67
-297;8873;1.016;7;2;0.495;43.546;2;8;67
-297;8873;1.016;5;0;1.690;43.895;2;8;67
-297;8873;1.016;21;3;0.479;45.494;2;8;67
-297;8873;1.016;8;2;3.110;45.694;2;8;67
-297;8873;1.016;4;0;0.550;48.643;2;8;67
-297;8873;1.016;7;2;1.436;49.043;2;8;67
-297;8873;1.016;19;1;0.673;50.192;2;8;67
-297;8873;1.016;5;0;1.048;50.591;2;8;67
-297;8873;1.016;19;2;0.374;51.391;2;8;67
-297;8873;1.016;0;4;0.363;51.791;2;8;67
-297;8873;1.016;1;0;0.440;51.841;2;8;67
-297;8873;1.016;4;1;2.639;52.091;2;8;67
1422;7399;2.016;4;0;0.601;-0.083;2;8;67
1422;7399;2.016;5;1;0.636;0.267;2;8;67
1422;7399;2.016;19;2;0.544;0.617;2;8;67
1422;7399;2.016;3;0;0.599;3.265;2;8;67
1422;7399;2.016;4;1;0.638;3.615;2;8;67
1422;7399;2.016;5;2;0.623;4.015;2;8;67
1422;7399;2.016;8;4;2.410;4.415;2;8;67
1422;7399;2.016;16;0;0.651;6.564;2;8;67
1422;7399;2.016;2;1;0.328;7.014;2;8;67
1422;7399;2.016;3;2;0.236;7.364;2;8;67
1422;7399;2.016;4;2;0.371;7.614;2;8;67
1422;7399;2.016;7;4;2.540;7.763;2;8;67
1422;7399;2.016;1;0;0.680;10.012;2;8;67
1422;7399;2.016;2;1;0.665;10.412;2;8;67
1422;7399;2.016;17;2;0.650;10.812;2;8;67
1422;7399;2.016;4;4;0.201;11.261;2;8;67
1422;7399;2.016;19;4;2.141;11.512;2;8;67
1422;7399;2.016;4;0;0.655;13.511;2;8;67
1422;7399;2.016;5;1;0.644;13.910;2;8;67
1422;7399;2.016;19;2;0.552;14.260;2;8;67
1422;7399;2.016;21;4;2.417;14.710;2;8;67
1422;7399;2.016;3;0;0.657;16.859;2;8;67
1422;7399;2.016;4;1;0.642;17.259;2;8;67
1422;7399;2.016;5;2;0.627;17.659;2;8;67
1422;7399;2.016;8;4;2.496;18.108;2;8;67
1422;7399;2.016;16;0;0.586;20.407;2;8;67
1422;7399;2.016;3;1;0.748;20.757;2;8;67
1422;7399;2.016;4;2;0.557;21.207;2;8;67
1422;7399;2.016;7;4;2.347;21.607;2;8;67
1422;7399;2.016;5;2;0.683;23.656;2;8;67
1422;7399;2.016;7;4;0.619;24.105;2;8;67
1422;7399;2.016;19;3;0.608;24.505;2;8;67
1422;7399;2.016;4;1;2.346;24.955;2;8;67
1422;7399;2.016;17;1;0.679;27.654;2;8;67
1422;7399;2.016;4;2;0.665;28.053;2;8;67
1422;7399;2.016;5;3;0.500;28.603;2;8;67
1422;7399;2.016;1;0;0.639;28.853;2;8;67
1422;7399;2.016;5;3;1.783;29.253;2;8;67
1422;7399;2.016;5;2;0.600;30.952;2;8;67
1422;7399;2.016;4;1;0.585;31.352;2;8;67
1422;7399;2.016;5;2;0.620;31.702;2;8;67
1422;7399;2.016;19;3;0.302;32.151;2;8;67
1422;7399;2.016;19;3;1.881;32.501;2;8;67
1422;7399;2.016;19;1;0.607;34.550;2;8;67
1422;7399;2.016;5;0;0.641;34.900;2;8;67
1422;7399;2.016;19;1;0.500;35.300;2;8;67
1422;7399;2.016;7;2;2.210;35.650;2;8;67
1422;7399;2.016;3;0;0.546;37.699;2;8;67
1422;7399;2.016;10;4;0.436;38.198;2;8;67
1422;7399;2.016;21;3;0.521;38.498;2;8;67
1422;7399;2.016;8;2;2.874;38.848;2;8;67
1422;7399;2.016;20;1;0.611;41.496;2;8;67
1422;7399;2.016;8;2;0.600;41.896;2;8;67
1422;7399;2.016;21;3;0.970;42.296;2;8;67
1422;7399;2.016;7;2;0.479;43.046;2;8;67
1422;7399;2.016;7;2;0.495;43.546;2;8;67
1422;7399;2.016;5;0;1.690;43.895;2;8;67
1422;7399;2.016;21;3;0.479;45.494;2;8;67
1422;7399;2.016;8;2;3.110;45.694;2;8;67
1422;7399;2.016;4;0;0.550;48.643;2;8;67
1422;7399;2.016;7;2;1.436;49.043;2;8;67
1422;7399;2.016;19;1;0.673;50.192;2;8;67
1422;7399;2.016;5;0;1.048;50.591;2;8;67
1422;7399;2.016;19;2;0.374;51.391;2;8;67
1422;7399;2.016;0;4;0.363;51.791;2;8;67
1422;7399;2.016;1;0;0.440;51.841;2;8;67
1422;7399;2.016;4;1;2.639;52.091;2;8;67
547;7882;3.015;4;0;0.601;-0.083;2;8;67
547;7882;3.015;5;1;0.636;0.267;2;8;67
547;7882;3.015;19;2;0.544;0.617;2;8;67
547;7882;3.015;3;0;0.599;3.265;2;8;67
547;7882;3.015;4;1;0.638;3.615;2;8;67
547;7882;3.015;5;2;0.623;4.015;2;8;67
547;7882;3.015;8;4;2.410;4.415;2;8;67
547;7882;3.015;16;0;0.651;6.564;2;8;67
547;7882;3.015;2;1;0.328;7.014;2;8;67
547;7882;3.015;3;2;0.236;7.364;2;8;67
547;7882;3.015;4;2;0.371;7.614;2;8;67
547;7882;3.015;7;4;2.540;7.763;2;8;67
547;7882;3.015;1;0;0.680;10.012;2;8;67
547;7882;3.015;2;1;0.665;10.412;2;8;67
547;7882;3.015;17;2;0.650;10.812;2;8;67
547;7882;3.015;4;4;0.201;11.261;2;8;67
547;7882;3.015;19;4;2.141;11.512;2;8;67
547;7882;3.015;4;0;0.655;13.511;2;8;67
547;7882;3.015;5;1;0.644;13.910;2;8;67
547;7882;3.015;19;2;0.552;14.260;2;8;67
547;7882;3.015;21;4;2.417;14.710;2;8;67
547;7882;3.015;3;0;0.657;16.859;2;8;67
547;7882;3.015;4;1;0.642;17.259;2;8;67
547;7882;3.015;5;2;0.627;17.659;2;8;67
547;7882;3.015;8;4;2.496;18.108;2;8;67
547;7882;3.015;16;0;0.586;20.407;2;8;67
547;7882;3.015;3;1;0.748;20.757;2;8;67
547;7882;3.015;4;2;0.557;21.207;2;8;67
547;7882;3.015;7;4;2.347;21.607;2;8;67
547;7882;3.015;5;2;0.683;23.656;2;8;67
547;7882;3.015;7;4;0.619;24.105;2;8;67
547;7882;3.015;19;3;0.608;24.505;2;8;67
547;7882;3.015;4;1;2.346;24.955;2;8;67
547;7882;3.015;17;1;0.679;27.654;2;8;67
547;7882;3.015;4;2;0.665;28.053;2;8;67
547;7882;3.015;5;3;0.500;28.603;2;8;67
547;7882;3.015;1;0;0.639;28.853;2;8;67
547;7882;3.015;5;3;1.783;29.253;2;8;67
547;7882;3.015;5;2;0.600;30.952;2;8;67
547;7882;3.015;4;1;0.585;31.352;2;8;67
547;7882;3.015;5;2;0.620;31.702;2;8;67
547;7882;3.015;19;3;0.302;32.151;2;8;67
547;7882;3.015;19;3;1.881;32.501;2;8;67
547;7882;3.015;19;1;0.607;34.550;2;8;67
547;7882;3.015;5;0;0.641;34.900;2;8;67
547;7882;3.015;19;1;0.500;35.300;2;8;67
547;7882;3.015;7;2;2.210;35.650;2;8;67
547;7882;3.015;3;0;0.546;37.699;2;8;67
547;7882;3.015;10;4;0.436;38.198;2;8;67
547;7882;3.015;21;3;0.521;38.498;2;8;67
547;7882;3.015;8;2;2.874;38.848;2;8;67
547;7882;3.015;20;1;0.611;41.496;2;8;67
547;7882;3.015;8;2;0.600;41.896;2;8;67
547;7882;3.015;21;3;0.970;42.296;2;8;67
547;7882;3.015;7;2;0.479;43.046;2;8;67
547;7882;3.015;7;2;0.495;43.546;2;8;67
547;7882;3.015;5;0;1.690;43.895;2;8;67
547;7882;3.015;21;3;0.479;45.494;2;8;67
547;7882;3.015;8;2;3.110;45.694;2;8;67
547;7882;3.015;4;0;0.550;48.643;2;8;67
547;7882;3.015;7;2;1.436;49.043;2;8;67
547;7882;3.015;19;1;0.673;50.192;2;8;67
547;7882;3.015;5;0;1.048;50.591;2;8;67
547;7882;3.015;19;2;0.374;51.391;2;8;67
547;7882;3.015;0;4;0.363;51.791;2;8;67
547;7882;3.015;1;0;0.440;51.841;2;8;67
547;7882;3.015;4;1;2.639;52.091;2;8;67
4300;11450;4.015;4;0;0.601;-0.083;2;8;67
4300;11450;4.015;5;1;0.636;0.267;2;8;67
4300;11450;4.015;19;2;0.544;0.617;2;8;67
4300;11450;4.015;3;0;0.599;3.265;2;8;67
4300;11450;4.015;4;1;0.638;3.615;2;8;67
4300;11450;4.015;5;2;0.623;4.015;2;8;67
4300;11450;4.015;8;4;2.410;4.415;2;8;67
4300;11450;4.015;16;0;0.651;6.564;2;8;67
4300;11450;4.015;2;1;0.328;7.014;2;8;67
4300;11450;4.015;3;2;0.236;7.364;2;8;67
4300;11450;4.015;4;2;0.371;7.614;2;8;67
4300;11450;4.015;7;4;2.540;7.763;2;8;67
4300;11450;4.015;1;0;0.680;10.012;2;8;67
4300;11450;4.015;2;1;0.665;10.412;2;8;67
4300;11450;4.015;17;2;0.650;10.812;2;8;67
